1	00000000000000000000000000000000000000000000000000000000000000000000000000	54525920414741494e0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TRY AGAIN
2	00000000000000000000000000000000000000000000000000000000000000000000000000	454d50545920534b590000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	EMPTY SKY
3	00000000000000000000000000000000000000000000000000000000000000000000000000	4249472042414e47000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	BIG BANG
4	00000000000000000000000000000000000000000000000000000000000000000000000000	54574f204e4f5420544f55434800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	TWO NOT TOUCH
5	11111111111111111111111111111111111111111111111111111111111111111111111111	282a2054574f205354415253202a290000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	(* TWO STARS *)
